NO,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),층_2023,건축년도,도로명,도로명 주소,대지위치,동_주용도,동_세부용도,X,Y,표준신주소,최종 집값(만원)_2023,층_2019,최종 집값(만원)_2019,층_2020,최종 집값(만원)_2020,층_2021,최종 집값(만원)_2021,층_2022,최종 집값(만원)_2022,id,,
52436,목동 이스타빌,전세,37.6,"14,500",0,3,2003,목동서로 377,서울특별시 양천구 목동서로 377,서울특별시 양천구 신정동 323-9,업무시설," 업무시설(오피스텔),제1,2종근린생활시설 ",126.8622096,37.5161832,서울특별시 양천구 목동서로 377,14500,3,15100,3,15200,9,16100,18,18800,유지,,
52440,목동 이스타빌,월세,44.82,"2,000",80,5,2003,목동서로 377,서울특별시 양천구 목동서로 377,서울특별시 양천구 신정동 323-9,업무시설," 업무시설(오피스텔),제1,2종근린생활시설 ",126.8622096,37.5161832,서울특별시 양천구 목동서로 377,19800,4,21000,15,21900,18,22300,3,21000,유지,,
52457,목동 이스타빌,월세,73.87,"3,000",95,18,2003,목동서로 377,서울특별시 양천구 목동서로 377,서울특별시 양천구 신정동 323-9,업무시설," 업무시설(오피스텔),제1,2종근린생활시설 ",126.8622096,37.5161832,서울특별시 양천구 목동서로 377,24100,17,31200,3,41800,18,28400,3,35500,유지,,
52468,목동 이스타빌,월세,79.8,"10,000",130,11,2003,목동서로 377,서울특별시 양천구 목동서로 377,서울특별시 양천구 신정동 323-9,업무시설," 업무시설(오피스텔),제1,2종근린생활시설 ",126.8622096,37.5161832,서울특별시 양천구 목동서로 377,38900,8,35600,9,43400,8,34300,9,33500,유지,,
52477,목동 이스타빌,월세,84.55,"20,000",140,13,2003,목동서로 377,서울특별시 양천구 목동서로 377,서울특별시 양천구 신정동 323-9,업무시설," 업무시설(오피스텔),제1,2종근린생활시설 ",126.8622096,37.5161832,서울특별시 양천구 목동서로 377,51100,3,36600,3,43400,7,62400,12,40200,유지,,
52489,목동2차아크로텔,월세,56.43,"10,000",70,8,2004,목동서로 411,서울특별시 양천구 목동서로 411,서울특별시 양천구 신정동 324,업무시설,업무시설,126.8591362,37.5152164,서울특별시 양천구 목동서로 411,25600,9,25600,9,26700,11,27000,13,27600,유지,,
52497,목동2차아크로텔,월세,92.51,"40,000",30,13,2004,목동서로 411,서울특별시 양천구 목동서로 411,서울특별시 양천구 신정동 324,업무시설,업무시설,126.8591362,37.5152164,서울특별시 양천구 목동서로 411,46700,10,39900,13,37700,7,70700,13,74000,유지,,
52505,목동2차아크로텔,월세,92.66,"10,000",150,14,2004,목동서로 411,서울특별시 양천구 목동서로 411,서울특별시 양천구 신정동 324,업무시설,업무시설,126.8591362,37.5152164,서울특별시 양천구 목동서로 411,43300,6,37700,7,53200,4,55100,14,53200,유지,,
52509,목동대림아크로텔,전세,45.69,"26,460",0,14,2004,목동서로 277,서울특별시 양천구 목동서로 277,서울특별시 양천구 신정동 318-1,업무시설," 업무시설, 근린생활시설 ",126.8694449,37.5224608,서울특별시 양천구 목동서로 277,26460,3,25900,2,24500,8,27300,7,28600,유지,,
52520,목동대림아크로텔,월세,55.75,"5,000",115,7,2004,목동서로 277,서울특별시 양천구 목동서로 277,서울특별시 양천구 신정동 318-1,업무시설," 업무시설, 근린생활시설 ",126.8694449,37.5224608,서울특별시 양천구 목동서로 277,30600,6,28000,7,28000,7,29700,13,31400,유지,,
52536,목동대림아크로텔,월세,56.5,"3,000",130,13,2004,목동서로 277,서울특별시 양천구 목동서로 277,서울특별시 양천구 신정동 318-1,업무시설," 업무시설, 근린생활시설 ",126.8694449,37.5224608,서울특별시 양천구 목동서로 277,31900,4,68200,6,3300,4,40600,8,32400,유지,,
52559,목동대림아크로텔,전세,74.5,"50,000",0,8,2004,목동서로 277,서울특별시 양천구 목동서로 277,서울특별시 양천구 신정동 318-1,업무시설," 업무시설, 근린생활시설 ",126.8694449,37.5224608,서울특별시 양천구 목동서로 277,50000,13,38800,6,38200,8,41600,6,38000,유지,,
52593,신정동대우미래사랑5차,전세,71.53,"26,000",0,14,2004,신정로13길 3,서울특별시 양천구 신정로13길 3,서울특별시 양천구 신정동 1290-4,업무시설," 업무시설,근린생활시설 ",126.8430684,37.509699,서울특별시 양천구 신정로13길 3,26000,14,22600,3,23900,13,20900,12,35500,유지,,
52596,신정동대우미래사랑5차,월세,75.09,"5,000",110,2,2004,신정로13길 3,서울특별시 양천구 신정로13길 3,서울특별시 양천구 신정동 1290-4,업무시설," 업무시설,근린생활시설 ",126.8430684,37.509699,서울특별시 양천구 신정로13길 3,29400,3,21200,12,22600,6,31200,13,24300,유지,,
52609,신정동대우미래사랑5차,전세,80.19,"30,000",0,7,2004,신정로13길 3,서울특별시 양천구 신정로13길 3,서울특별시 양천구 신정동 1290-4,업무시설," 업무시설,근린생활시설 ",126.8430684,37.509699,서울특별시 양천구 신정로13길 3,30000,7,29100,3,30400,2,28400,3,29800,유지,,
52612,신정동대우미래사랑5차,전세,85.3,"38,000",0,13,2004,신정로13길 3,서울특별시 양천구 신정로13길 3,서울특별시 양천구 신정동 1290-4,업무시설," 업무시설,근린생활시설 ",126.8430684,37.509699,서울특별시 양천구 신정로13길 3,38000,3,29100,5,32600,13,39500,10,34200,유지,,
52614,신정동대우미래사랑5차,월세,93.06,"20,000",50,4,2004,신정로13길 3,서울특별시 양천구 신정로13길 3,서울특별시 양천구 신정동 1290-4,업무시설," 업무시설,근린생활시설 ",126.8430684,37.509699,서울특별시 양천구 신정로13길 3,31100,12,30300,6,32600,15,49600,6,31900,유지,,
52620,신정동대우미래사랑5차,전세,97.79,"37,000",0,3,2004,신정로13길 3,서울특별시 양천구 신정로13길 3,서울특별시 양천구 신정동 1290-4,업무시설," 업무시설,근린생활시설 ",126.8430684,37.509699,서울특별시 양천구 신정로13길 3,37000,13,31800,7,35800,3,33900,11,32400,유지,,
52637,우림필유,월세,75.9,"20,000",120,9,2004,목동서로 295,서울특별시 양천구 목동서로 295,서울특별시 양천구 신정동 319,업무시설,업무시설 및 제2종근린생활시설,126.8690727,37.5208894,서울특별시 양천구 목동서로 295,46700,6,43100,4,52100,11,43700,12,40800,유지,,
52640,우림필유,전세,76.35,"55,000",0,5,2004,목동서로 295,서울특별시 양천구 목동서로 295,서울특별시 양천구 신정동 319,업무시설,업무시설 및 제2종근린생활시설,126.8690727,37.5208894,서울특별시 양천구 목동서로 295,55000,5,44200,14,51000,13,38100,12,47900,유지,,
52646,우림필유,전세,77.1,"55,000",0,13,2004,목동서로 295,서울특별시 양천구 목동서로 295,서울특별시 양천구 신정동 319,업무시설,업무시설 및 제2종근린생활시설,126.8690727,37.5208894,서울특별시 양천구 목동서로 295,55000,13,44200,5,46700,13,44700,5,45600,유지,,
52649,우림필유,전세,81.62,"50,000",0,4,2004,목동서로 295,서울특별시 양천구 목동서로 295,서울특별시 양천구 신정동 319,업무시설,업무시설 및 제2종근린생활시설,126.8690727,37.5208894,서울특별시 양천구 목동서로 295,50000,10,48500,4,54300,3,33600,10,47900,유지,,
52655,우림필유,월세,96.41,"10,000",280,9,2004,목동서로 295,서울특별시 양천구 목동서로 295,서울특별시 양천구 신정동 319,업무시설,업무시설 및 제2종근린생활시설,126.8690727,37.5208894,서울특별시 양천구 목동서로 295,72200,5,51400,2,42300,2,78000,12,52700,유지,,
52662,제이월드빌,월세,64.43,"20,000",100,7,2004,목동서로 291,서울특별시 양천구 목동서로 291,서울특별시 양천구 신정동 318-17,업무시설," 업무시설,근린생활시설 ",126.8695591,37.5216419,서울특별시 양천구 목동서로 291,42200,4,33200,9,34500,7,44400,14,29200,유지,,
52694,천우비지움오피스텔,월세,17.21,"9,100",8,8,2009,오목로 190,서울특별시 양천구 오목로 190,서울특별시 양천구 신정동 953-5,업무시설,업무시설 및 제1종근린생활시설,126.8584299,37.5251931,서울특별시 양천구 오목로 190,10900,2,10800,8,10900,2,11400,5,12700,유지,,
52698,천우비지움오피스텔,월세,17.35,"10,000",5,3,2009,오목로 190,서울특별시 양천구 오목로 190,서울특별시 양천구 신정동 953-5,업무시설,업무시설 및 제1종근린생활시설,126.8584299,37.5251931,서울특별시 양천구 오목로 190,11100,3,10800,5,11900,3,11700,7,11200,유지,,
52721,클레버 타워,월세,29.4,"8,000",33,2,2003,오목로 132,서울특별시 양천구 오목로 132,서울특별시 양천구 신정동 944-3,업무시설,업무시설 및 제2종근린생활시설,126.8521896,37.5241595,서울특별시 양천구 오목로 132,15300,6,11300,2,11900,5,16000,2,16500,유지,,
52802,(121-168),월세,17.26,"2,000",45,5,2012,버드나루로23길 13,서울특별시 영등포구 버드나루로23길 13,서울특별시 영등포구 당산동 121-168,업무시설,업무시설(오피스텔),126.9069324,37.5296526,서울특별시 영등포구 버드나루로23길 13,12000,6,11900,5,12200,5,12400,6,11900,유지,,
52807,(121-231),월세,18,"1,000",60,3,2009,국회대로55길 18,서울특별시 영등포구 국회대로55길 18,서울특별시 영등포구 당산동 121-231,업무시설,업무시설(오피스텔),126.9080833,37.5267619,서울특별시 영등포구 국회대로55길 18,14300,3,12800,3,11700,3,12400,3,13700,유지,,
52809,(121-69),전세,14.88,"10,500",0,6,2011,버드나루로23길 21,서울특별시 영등포구 버드나루로23길 21,서울특별시 영등포구 당산동 121-69,업무시설,오피스텔,126.9068749,37.5289402,서울특별시 영등포구 버드나루로23길 21,10500,5,9700,6,10900,6,9800,6,10400,유지,,
52872,노들리안 오피스텔1,월세,13.92,"3,000",35,3,2011,버드나루로 94-1,서울특별시 영등포구 버드나루로 94-1,서울특별시 영등포구 당산동 121-141,업무시설,오피스텔,126.9089436,37.5267248,서울특별시 영등포구 버드나루로 94-1,10800,3,11800,4,11100,4,11900,6,11900,유지,,
52877,노들리안 오피스텔1,월세,29.16,"14,000",3,8,2011,버드나루로 94-1,서울특별시 영등포구 버드나루로 94-1,서울특별시 영등포구 당산동 121-141,업무시설,오피스텔,126.9089436,37.5267248,서울특별시 영등포구 버드나루로 94-1,14700,5,15100,3,17400,2,13700,3,17000,유지,,
52878,노들리안 오피스텔1,월세,29.31,"10,000",25,4,2011,버드나루로 94-1,서울특별시 영등포구 버드나루로 94-1,서울특별시 영등포구 당산동 121-141,업무시설,오피스텔,126.9089436,37.5267248,서울특별시 영등포구 버드나루로 94-1,15600,13,16800,2,17400,12,13500,4,16500,유지,,
52880,노들리안 오피스텔1,월세,29.8,"8,000",35,5,2011,버드나루로 94-1,서울특별시 영등포구 버드나루로 94-1,서울특별시 영등포구 당산동 121-141,업무시설,오피스텔,126.9089436,37.5267248,서울특별시 영등포구 버드나루로 94-1,15800,13,17000,8,17400,2,14100,6,15800,유지,,
52889,노들리안 오피스텔2,전세,28.68,"19,000",0,9,2011,버드나루로 94,서울특별시 영등포구 버드나루로 94,서울특별시 영등포구 당산동 121-322,업무시설,오피스텔,126.9089908,37.5265901,서울특별시 영등포구 버드나루로 94,19000,3,17200,7,17900,10,17700,7,17200,유지,,
52893,노들리안 오피스텔2,전세,29.16,"15,300",0,4,2011,버드나루로 94,서울특별시 영등포구 버드나루로 94,서울특별시 영등포구 당산동 121-322,업무시설,오피스텔,126.9089908,37.5265901,서울특별시 영등포구 버드나루로 94,15300,7,21500,13,17400,5,16600,3,19300,유지,,
52896,노들리안 오피스텔2,전세,29.31,"17,850",0,7,2011,버드나루로 94,서울특별시 영등포구 버드나루로 94,서울특별시 영등포구 당산동 121-322,업무시설,오피스텔,126.9089908,37.5265901,서울특별시 영등포구 버드나루로 94,17850,7,17200,11,17900,10,17700,6,21300,유지,,
52898,노들리안 오피스텔2,전세,29.8,"18,000",0,4,2011,버드나루로 94,서울특별시 영등포구 버드나루로 94,서울특별시 영등포구 당산동 121-322,업무시설,오피스텔,126.9089908,37.5265901,서울특별시 영등포구 버드나루로 94,18000,3,17200,2,15700,11,20800,12,20300,유지,,
52905,당산오피스텔,전세,25.2,"15,750",0,4,2001,국회대로55길 28,서울특별시 영등포구 국회대로55길 28,서울특별시 영등포구 당산동 121-110,업무시설,업무시설,126.9077421,37.5276598,서울특별시 영등포구 국회대로55길 28,15750,4,12400,2,16300,5,15600,6,14900,유지,,
52907,당산오피스텔,전세,25.65,"15,750",0,6,2001,국회대로55길 28,서울특별시 영등포구 국회대로55길 28,서울특별시 영등포구 당산동 121-110,업무시설,업무시설,126.9077421,37.5276598,서울특별시 영등포구 국회대로55길 28,15750,7,12900,8,16300,6,15600,5,16000,유지,,
52910,당산오피스텔,전세,48.27,"23,000",0,4,2001,국회대로55길 28,서울특별시 영등포구 국회대로55길 28,서울특별시 영등포구 당산동 121-110,업무시설,업무시설,126.9077421,37.5276598,서울특별시 영등포구 국회대로55길 28,23000,2,21500,6,21700,6,21800,3,22300,유지,,
52933,리버프라임빌,월세,19.86,"4,000",43,9,2019,버드나루로 100,서울특별시 영등포구 버드나루로 100,서울특별시 영등포구 당산동 121-321,업무시설,업무시설(오피스텔),126.9083768,37.5268006,서울특별시 영등포구 버드나루로 100,13600,7,14800,5,15200,4,15600,2,13800,유지,,
52942,리버프라임빌,월세,20.78,"5,000",42,5,2019,버드나루로 100,서울특별시 영등포구 버드나루로 100,서울특별시 영등포구 당산동 121-321,업무시설,업무시설(오피스텔),126.9083768,37.5268006,서울특별시 영등포구 버드나루로 100,14300,2,14000,10,15000,5,15300,7,15700,유지,,
52944,리버프라임빌,월세,26.49,"5,000",53,10,2019,버드나루로 100,서울특별시 영등포구 버드나루로 100,서울특별시 영등포구 당산동 121-321,업무시설,업무시설(오피스텔),126.9083768,37.5268006,서울특별시 영등포구 버드나루로 100,16800,2,18300,7,18700,2,18600,6,18800,유지,,
52950,리스빌,월세,24.03,"10,000",19,5,2012,버드나루로 146,서울특별시 영등포구 버드나루로 146,서울특별시 영등포구 당산동 121-43,공동주택," 업무시설, 도시형생활주택 ",126.9071947,37.5310606,서울특별시 영등포구 버드나루로 146,14200,6,17200,4,12600,4,13900,5,14400,유지,,
52979,신성월드오피스텔,월세,23.56,"5,000",32,3,1998,국회대로55길 32,서울특별시 영등포구 국회대로55길 32,서울특별시 영등포구 당산동 121-112,업무시설,업무시설,126.9076132,37.5279649,서울특별시 영등포구 국회대로55길 32,12100,6,14100,2,15000,3,12400,2,15200,유지,,
52990,여의나루더명남더블레스,월세,37.3,"16,000",55,2,2019,버드나루로 121,서울특별시 영등포구 버드나루로 121,서울특별시 영등포구 당산동 121-72,업무시설,오피스텔 및 다세대주택,126.9075089,37.52891,서울특별시 영등포구 버드나루로 121,28200,3,27500,5,29300,3,27600,8,32400,유지,,
53072,오피디움,전세,24.74,"28,000",0,7,2019,버드나루로 144,서울특별시 영등포구 버드나루로 144,서울특별시 영등포구 당산동 121-261,업무시설,오피스텔,126.9072857,37.5310254,서울특별시 영등포구 버드나루로 144,28000,9,30200,6,29300,6,28100,5,28700,유지,,
53076,오피디움,전세,26.4,"28,000",0,5,2019,버드나루로 144,서울특별시 영등포구 버드나루로 144,서울특별시 영등포구 당산동 121-261,업무시설,오피스텔,126.9072857,37.5310254,서울특별시 영등포구 버드나루로 144,28000,2,28000,5,30400,4,30200,9,29800,유지,,
53080,오피스텔저절로,전세,20.95,"17,000",0,5,2013,버드나루로17길 12,서울특별시 영등포구 버드나루로17길 12,서울특별시 영등포구 당산동 121-127,업무시설,업무시설(오피스텔),126.9071926,37.5273213,서울특별시 영등포구 버드나루로17길 12,17000,3,16200,7,16300,6,17200,7,16200,유지,,
53092,오피스텔저절로,전세,33.6,"21,000",0,6,2013,버드나루로17길 12,서울특별시 영등포구 버드나루로17길 12,서울특별시 영등포구 당산동 121-127,업무시설,업무시설(오피스텔),126.9071926,37.5273213,서울특별시 영등포구 버드나루로17길 12,21000,6,19900,2,21200,4,20800,2,21300,유지,,
53122,한가람 The First Ⅱ,전세,23.66,"18,700",0,4,2018,국회대로55길 18-1,서울특별시 영등포구 국회대로55길 18-1,서울특별시 영등포구 당산동 121-135,업무시설,오피스텔,126.9080364,37.5268696,서울특별시 영등포구 국회대로55길 18-1,18700,4,19200,2,19900,6,20000,5,19500,유지,,
53129,한산 오피스텔,월세,21.76,"3,000",43,7,2010,버드나루로 142,서울특별시 영등포구 버드나루로 142,서울특별시 영등포구 당산동 121-44,업무시설,제2종근린생활시설(고시원24실)및 업무시설(오피스텔128실),126.9073559,37.5308639,서울특별시 영등포구 버드나루로 142,12600,5,13900,9,14300,14,12600,7,13900,유지,,
53141,한산 오피스텔,월세,22.44,"1,000",60,12,2010,버드나루로 142,서울특별시 영등포구 버드나루로 142,서울특별시 영등포구 당산동 121-44,업무시설,제2종근린생활시설(고시원24실)및 업무시설(오피스텔128실),126.9073559,37.5308639,서울특별시 영등포구 버드나루로 142,14300,7,12500,11,11200,7,12600,10,12700,유지,,
53145,한산 오피스텔,월세,23.36,"6,000",30,13,2010,버드나루로 142,서울특별시 영등포구 버드나루로 142,서울특별시 영등포구 당산동 121-44,업무시설,제2종근린생활시설(고시원24실)및 업무시설(오피스텔128실),126.9073559,37.5308639,서울특별시 영등포구 버드나루로 142,12700,10,12500,5,12800,8,13900,10,12200,유지,,
53152,한산 오피스텔,월세,24.09,"5,000",35,9,2010,버드나루로 142,서울특별시 영등포구 버드나루로 142,서울특별시 영등포구 당산동 121-44,업무시설,제2종근린생활시설(고시원24실)및 업무시설(오피스텔128실),126.9073559,37.5308639,서울특별시 영등포구 버드나루로 142,12800,5,14300,7,12800,10,12900,14,13700,유지,,
53155,휴브리지 빌딩,월세,27.85,"18,000",10,2,2012,버드나루로 116,서울특별시 영등포구 버드나루로 116,서울특별시 영등포구 당산동 121-200,공동주택," 공동주택, 업무시설, 제1종근린생활시설 ",126.9082168,37.5284661,서울특별시 영등포구 버드나루로 116,20200,5,20500,4,20500,2,18600,4,20100,유지,,
53179,강남,월세,81.6,"4,000",37,2,2012,당산로16길 26,서울특별시 영등포구 당산로16길 26,서울특별시 영등포구 당산동1가 458,공동주택," 도시형생활주택,오피스텔 ",126.8987039,37.5221786,서울특별시 영등포구 당산로16길 26,12200,2,9700,2,10300,2,10400,2,12400,유지,,
53250,펠리스 빌,전세,25.09,"20,000",0,3,2017,당산로16길 6,서울특별시 영등포구 당산로16길 6,서울특별시 영등포구 당산동1가 255-21,업무시설,업무시설,126.8966752,37.52243,서울특별시 영등포구 당산로16길 6,20000,8,22500,4,22800,7,22900,6,26400,유지,,
53258,펠리스 빌,전세,26.3,"22,000",0,3,2017,당산로16길 6,서울특별시 영등포구 당산로16길 6,서울특별시 영등포구 당산동1가 255-21,업무시설,업무시설,126.8966752,37.52243,서울특별시 영등포구 당산로16길 6,22000,4,22600,3,23900,5,22500,3,25400,유지,,
53262,현대가우스빌,전세,34.09,"25,400",0,2,2016,영신로43길 17,서울특별시 영등포구 영신로43길 17,서울특별시 영등포구 당산동1가 140-1,공동주택,공동주택,126.8994276,37.5222034,서울특별시 영등포구 영신로43길 17,25400,4,26900,3,27700,2,26500,4,26600,유지,,
53266,(159-16),전세,33,"30,000",0,8,2019,선유동1로 20-17,서울특별시 영등포구 선유동1로 20-17,서울특별시 영등포구 당산동2가 159-16,업무시설,오피스텔,126.8928873,37.5238362,서울특별시 영등포구 선유동1로 20-17,30000,5,30700,7,32100,6,30800,7,31400,유지,,
53293,문래역 대우미래사랑3차,월세,86.58,"20,000",100,10,2004,영등포로 112,서울특별시 영등포구 영등포로 112,서울특별시 영등포구 당산동2가 15-2,업무시설,업무시설(오피스텔),126.8937386,37.5213483,서울특별시 영등포구 영등포로 112,42200,11,36600,9,44500,7,37700,12,60800,유지,,
53299,문래역 대우미래사랑3차,월세,89.7,"5,000",140,6,2004,영등포로 112,서울특별시 영등포구 영등포로 112,서울특별시 영등포구 당산동2가 15-2,업무시설,업무시설(오피스텔),126.8937386,37.5213483,서울특별시 영등포구 영등포로 112,36100,14,31800,12,43400,13,36900,9,58800,유지,,
53331,씨티타워,월세,20.69,"1,000",55,7,2003,영등포로22길 3,서울특별시 영등포구 영등포로22길 3,서울특별시 영등포구 당산동2가 11-2,업무시설,업무시설(오피스텔),126.894184,37.5210641,서울특별시 영등포구 영등포로22길 3,13200,3,8600,3,9800,5,9400,5,11700,유지,,
53333,씨티타워,전세,21,"9,450",0,6,2003,영등포로22길 3,서울특별시 영등포구 영등포로22길 3,서울특별시 영등포구 당산동2가 11-2,업무시설,업무시설(오피스텔),126.894184,37.5210641,서울특별시 영등포구 영등포로22길 3,9450,4,9700,6,8900,6,9400,2,8000,유지,,
53335,씨티타워,월세,21.1,"2,000",48,3,2003,영등포로22길 3,서울특별시 영등포구 영등포로22길 3,서울특별시 영등포구 당산동2가 11-2,업무시설,업무시설(오피스텔),126.894184,37.5210641,서울특별시 영등포구 영등포로22길 3,12700,6,9700,6,10900,5,10400,5,10100,유지,,
53339,-416,전세,30.15,"14,000",0,5,1998,당산로29길 7-1,서울특별시 영등포구 당산로29길 7-1,서울특별시 영등포구 당산동3가 416,업무시설," 근린생활시설, 업무시설 ",126.8942706,37.5259215,서울특별시 영등포구 당산로29길 7-1,14000,5,15100,7,15600,3,15600,2,13700,유지,,
53344,THE PARK 365,전세,46.88,"33,000",0,13,2007,선유동1로 50,서울특별시 영등포구 선유동1로 50,서울특별시 영등포구 당산동3가 558-3,업무시설," 업무시설,제1종근린생활시설 ",126.8932095,37.5265333,서울특별시 영등포구 선유동1로 50,33000,6,28600,9,28200,6,28900,11,34500,유지,,
53359,THE PARK 365,전세,58.84,"33,075",0,13,2007,선유동1로 50,서울특별시 영등포구 선유동1로 50,서울특별시 영등포구 당산동3가 558-3,업무시설," 업무시설,제1종근린생활시설 ",126.8932095,37.5265333,서울특별시 영등포구 선유동1로 50,33075,10,33900,10,33200,2,32800,7,34100,유지,,
53366,THE PARK 365,전세,62.81,"35,000",0,4,2007,선유동1로 50,서울특별시 영등포구 선유동1로 50,서울특별시 영등포구 당산동3가 558-3,업무시설," 업무시설,제1종근린생활시설 ",126.8932095,37.5265333,서울특별시 영등포구 선유동1로 50,35000,10,32300,10,35800,4,34300,4,32400,유지,,
53376,THE PARK 365,전세,94.17,"45,000",0,6,2007,선유동1로 50,서울특별시 영등포구 선유동1로 50,서울특별시 영등포구 당산동3가 558-3,업무시설," 업무시설,제1종근린생활시설 ",126.8932095,37.5265333,서울특별시 영등포구 선유동1로 50,45000,12,40900,14,42300,13,41600,14,41500,유지,,
53387,당산동 디벨리움,전세,25.64,"26,000",0,6,2019,양산로 141,서울특별시 영등포구 양산로 141,서울특별시 영등포구 당산동3가 6-3,업무시설,업무시설,126.8988945,37.5238383,서울특별시 영등포구 양산로 141,26000,2,23700,8,30400,6,27300,6,27900,유지,,
53393,당산동 디벨리움,월세,26.01,"3,000",85,6,2019,양산로 141,서울특별시 영등포구 양산로 141,서울특별시 영등포구 당산동3가 6-3,업무시설,업무시설,126.8988945,37.5238383,서울특별시 영등포구 양산로 141,21900,9,20300,6,21500,10,21100,9,28400,유지,,
53419,당산랜드빌,월세,30.15,"1,000",55,7,2003,양산로19길 23-1,서울특별시 영등포구 양산로19길 23-1,서울특별시 영등포구 당산동3가 396-20,업무시설,업무시설,126.8950336,37.5263522,서울특별시 영등포구 양산로19길 23-1,13200,4,12900,7,15400,5,14600,4,15200,유지,,
53438,리앤나빌리지,월세,22.85,"1,000",60,6,2004,국회대로36길 17,서울특별시 영등포구 국회대로36길 17,서울특별시 영등포구 당산동3가 80-1,업무시설," 근린생활시설,업무시설(오피스텔) ",126.8983353,37.5257072,서울특별시 영등포구 국회대로36길 17,14300,5,14600,2,14100,2,14300,4,15000,유지,,
53458,리앤나빌리지,월세,30.85,"5,000",60,6,2004,국회대로36길 17,서울특별시 영등포구 국회대로36길 17,서울특별시 영등포구 당산동3가 80-1,업무시설," 근린생활시설,업무시설(오피스텔) ",126.8983353,37.5257072,서울특별시 영등포구 국회대로36길 17,18300,7,13200,3,16300,3,17600,3,16200,유지,,
53480,제이스빌,월세,16.66,"2,000",50,4,2002,양산로17길 6,서울특별시 영등포구 양산로17길 6,서울특별시 영등포구 당산동3가 498,업무시설,업무시설/근린생활시설/단독주택,126.8936051,37.5250233,서울특별시 영등포구 양산로17길 6,13100,5,10900,6,13000,4,14300,4,13700,유지,,
53483,제이스빌,월세,18.62,"1,000",53,5,2002,양산로17길 6,서울특별시 영등포구 양산로17길 6,서울특별시 영등포구 당산동3가 498,업무시설,업무시설/근린생활시설/단독주택,126.8936051,37.5250233,서울특별시 영등포구 양산로17길 6,12800,5,13300,4,13300,4,14600,4,14400,유지,,
53485,진성오피스텔,전세,18,"16,000",0,2,2010,양산로 155-1,서울특별시 영등포구 양산로 155-1,서울특별시 영등포구 당산동3가 10,업무시설,업무시설 및 다세대주택,126.9003919,37.5235549,서울특별시 영등포구 양산로 155-1,16000,2,16200,3,16300,3,15600,4,16200,유지,,
53528,(32-31),월세,24.5,"3,000",35,4,2003,당산로38길 13-1,서울특별시 영등포구 당산로38길 13-1,서울특별시 영등포구 당산동4가 32-31,업무시설," 업무시설,오피스텔 ",126.8996361,37.5288009,서울특별시 영등포구 당산로38길 13-1,10800,3,11900,1,10000,2,12400,3,28900,유지,,
53534,(32-66),월세,15.68,500,50,3,2002,당산로 164-7,서울특별시 영등포구 당산로 164-7,서울특별시 영등포구 당산동4가 32-66,업무시설,업무시설(오피스텔),126.8988904,37.5287309,서울특별시 영등포구 당산로 164-7,11600,2,10500,5,11000,5,11100,3,10100,유지,,
53537,(37-4),전세,15.68,"13,000",0,5,2003,국회대로29길 8,서울특별시 영등포구 국회대로29길 8,서울특별시 영등포구 당산동4가 37-4,업무시설," 업무시설,단독주택 ",126.8968989,37.5287483,서울특별시 영등포구 국회대로29길 8,13000,7,13500,3,12800,1,10400,2,10100,유지,,
53541,(37-4),월세,15.84,"5,000",44,8,2003,국회대로29길 8,서울특별시 영등포구 국회대로29길 8,서울특별시 영등포구 당산동4가 37-4,업무시설," 업무시설,단독주택 ",126.8968989,37.5287483,서울특별시 영등포구 국회대로29길 8,14800,4,12500,3,13600,2,13000,1,12400,유지,,
53550,시그마오피스텔,월세,21.83,"1,000",45,4,2004,당산로38길 11,서울특별시 영등포구 당산로38길 11,서울특별시 영등포구 당산동4가 32-32,업무시설,업무시설,126.8995335,37.528854,서울특별시 영등포구 당산로38길 11,11000,3,9300,6,11700,3,9500,2,11200,유지,,
53560,코오롱 스타폴리스,전세,34.88,"18,000",0,2,2005,영신로 219,서울특별시 영등포구 영신로 219,서울특별시 영등포구 당산동4가 1-2,업무시설,업무시설,126.9028812,37.5273894,서울특별시 영등포구 영신로 219,18000,6,18300,9,19500,6,17700,14,20000,유지,,
53569,코오롱 스타폴리스,월세,40.28,"15,000",40,3,2005,영신로 219,서울특별시 영등포구 영신로 219,서울특별시 영등포구 당산동4가 1-2,업무시설,업무시설,126.9028812,37.5273894,서울특별시 영등포구 영신로 219,23900,9,22200,11,22800,7,23600,10,22100,유지,,
53587,코오롱 스타폴리스,월세,41.22,"1,000",80,4,2005,영신로 219,서울특별시 영등포구 영신로 219,서울특별시 영등포구 당산동4가 1-2,업무시설,업무시설,126.9028812,37.5273894,서울특별시 영등포구 영신로 219,18800,14,21500,10,20600,11,21700,4,18300,유지,,
53588,코오롱 스타폴리스,월세,47.63,"3,000",90,3,2005,영신로 219,서울특별시 영등포구 영신로 219,서울특별시 영등포구 당산동4가 1-2,업무시설,업무시설,126.9028812,37.5273894,서울특별시 영등포구 영신로 219,23000,3,23700,2,25000,3,25700,2,24500,유지,,
53594,당산 삼성쉐르빌,전세,22.95,"18,900",0,10,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,18900,13,17800,19,19500,12,18100,7,19500,유지,,
