NO,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),층_2023,건축년도,도로명,도로명 주소,대지위치,동_주용도,동_세부용도,X,Y,표준신주소,최종 집값(만원)_2023,층_2019,최종 집값(만원)_2019,층_2020,최종 집값(만원)_2020,층_2021,최종 집값(만원)_2021,층_2022,최종 집값(만원)_2022,id,,
39495,신공덕동 오피스텔,전세,22.22,"16,000",0,4,2006,만리재로 32,서울특별시 마포구 만리재로 32,서울특별시 마포구 신공덕동 15-63,업무시설,업무시설 및 제2종근린생활시설,126.9549802,37.544414,서울특별시 마포구 만리재로 32,16000,6,15700,4,16300,5,15600,4,16200,유지,,
39510,금강오피스텔,월세,22.68,"12,000",4,3,2002,창전로 72,서울특별시 마포구 창전로 72,서울특별시 마포구 신수동 103-6,업무시설," 오피스텔, 근린생활시설 ",126.9330895,37.5487505,서울특별시 마포구 창전로 72,12900,2,10800,3,13000,4,13500,5,13200,유지,,
39519,농은오피스텔,월세,24.36,"1,000",57,3,2002,창전로 12,서울특별시 마포구 창전로 12,서울특별시 마포구 신정동 96-32,업무시설," 근린생활시설, 업무시설(오피스텔), 주택 ",126.93035,37.5440583,서울특별시 마포구 창전로 12,13700,5,14700,8,15500,5,15200,8,16000,유지,,
39522,농은오피스텔,월세,26.95,"15,000",14,6,2002,창전로 12,서울특별시 마포구 창전로 12,서울특별시 마포구 신정동 96-32,업무시설," 근린생활시설, 업무시설(오피스텔), 주택 ",126.93035,37.5440583,서울특별시 마포구 창전로 12,18100,4,14600,3,15400,5,16100,3,14400,유지,,
39535,마포 에스케이 허브 블루,월세,30.06,"1,000",70,12,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,16600,11,17700,15,18000,18,19100,7,18800,유지,,
39550,마포 에스케이 허브 블루,월세,30.91,"1,000",70,15,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,16600,6,18500,5,20300,14,19600,18,18300,유지,,
39564,마포 에스케이 허브 블루,월세,31.09,"3,000",60,18,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,16300,9,22200,16,19300,18,19100,16,18800,유지,,
39576,마포 에스케이 허브 블루,월세,32.42,"1,000",80,18,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,18800,13,19700,5,20600,5,21000,18,21300,유지,,
39583,마포 에스케이 허브 블루,전세,33,"21,000",0,10,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,21000,16,19700,7,20600,10,21800,13,20800,유지,,
39588,마포 에스케이 허브 블루,전세,33.19,"19,200",0,8,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,19200,13,19900,9,20600,8,21100,13,22300,유지,,
39592,마포 에스케이 허브 블루,월세,33.7,"1,000",80,5,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,18800,20,20500,18,23900,14,21000,18,22800,유지,,
39602,마포 에스케이 허브 블루,월세,34.95,"1,000",80,11,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,18800,17,21000,11,21900,20,22900,9,23600,유지,,
39606,마포 에스케이 허브 블루,월세,35.09,"1,000",80,20,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,18800,6,21000,17,21900,18,22300,18,21300,유지,,
39620,마포 에스케이 허브 블루,월세,64.87,"10,000",105,3,2006,마포대로 204,서울특별시 마포구 마포대로 204,서울특별시 마포구 아현동 737,업무시설," 업무시설,제1,2종근린생활시설 ",126.9565489,37.5520237,서울특별시 마포구 마포대로 204,33300,3,34400,5,41200,3,36700,5,40500,유지,,
39628,아현 라온빌,전세,25.97,"22,000",0,4,2020,손기정로 2,서울특별시 마포구 손기정로 2,서울특별시 마포구 아현동 709,공동주택," 다세대주택(도시형생활주택단지형), 업무시설(오피스텔) ",126.9605221,37.5576632,서울특별시 마포구 손기정로 2,22000,3,20500,4,23300,4,22900,3,21300,유지,,
39643,효성인텔리안,월세,21.9,"4,000",43,9,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,13600,19,14600,20,17400,16,15600,17,15000,유지,,
39674,효성인텔리안,전세,25.75,"17,000",2,20,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,17000,15,17200,13,16500,4,16400,13,16000,유지,,
39695,효성인텔리안,월세,29.17,"1,000",68,19,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,16100,9,17200,19,18000,6,18300,7,18000,유지,,
39700,효성인텔리안,전세,33.17,"21,000",0,19,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,21000,21,21500,18,19300,19,19800,18,17700,유지,,
39708,효성인텔리안,월세,33.28,"15,000",30,8,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,21700,17,21500,16,21500,14,21800,8,21500,유지,,
39712,효성인텔리안,월세,35.91,"1,000",85,14,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,19900,21,19200,11,19500,17,20100,16,21300,유지,,
39724,효성인텔리안,월세,37.22,"10,000",60,14,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,23300,5,20800,17,21000,8,22900,5,24800,유지,,
39730,효성인텔리안,월세,37.55,"5,500",58,19,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,18400,6,22600,16,20600,9,20700,13,21800,유지,,
39733,효성인텔리안,월세,62.09,"1,000",147,17,2005,마포대로 208,서울특별시 마포구 마포대로 208,서울특별시 마포구 아현동 733,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9568593,37.5524859,서울특별시 마포구 마포대로 208,33700,3,30200,8,34700,7,37000,5,30900,유지,,
39739,삼부골든타워,월세,32.5,"1,000",80,7,2003,독막로 295,서울특별시 마포구 독막로 295,서울특별시 마포구 염리동 164-4,업무시설,업무시설(오피스텔),126.9460839,37.5445422,서울특별시 마포구 독막로 295,18800,6,21000,4,22400,4,21800,2,21300,유지,,
39799,삼부골든타워,월세,40.5,"1,000",95,6,2003,독막로 295,서울특별시 마포구 독막로 295,서울특별시 마포구 염리동 164-4,업무시설,업무시설(오피스텔),126.9460839,37.5445422,서울특별시 마포구 독막로 295,22100,6,23500,6,24500,5,24900,3,26600,유지,,
39809,삼부골든타워,전세,48.6,"29,000",0,9,2003,독막로 295,서울특별시 마포구 독막로 295,서울특별시 마포구 염리동 164-4,업무시설,업무시설(오피스텔),126.9460839,37.5445422,서울특별시 마포구 독막로 295,29000,5,30900,5,30400,5,30700,7,30200,유지,,
39822,동원 스위트뷰,월세,16.56,"1,000",60,6,2014,서강로 30,서울특별시 마포구 서강로 30,서울특별시 마포구 창전동 149-1,업무시설,오피스텔 및 다세대주택,126.9310956,37.545732,서울특별시 마포구 서강로 30,14300,6,14000,4,16200,5,14800,7,15000,유지,,
39838,세방테크빌,전세,20.3,"9,000",0,3,2002,독막로 140,서울특별시 마포구 독막로 140,서울특별시 마포구 창전동 402-17,업무시설," 업무시설(오피스텔), 제1종근린생활시설 ",126.9291375,37.5473361,서울특별시 마포구 독막로 140,9000,3,9700,5,12800,2,13000,6,9100,유지,,
39843,KCC엠파이어리버,전세,63.39,"45,000",0,3,2006,양화로 26,서울특별시 마포구 양화로 26,서울특별시 마포구 합정동 381-16,공동주택," 공동주택(아파트),업무시설(오피스텔),문화및집회시설,제1,2종근린생활시설 ",126.9121388,37.5481989,서울특별시 마포구 양화로 26,45000,5,37700,5,38000,3,43300,7,40600,유지,,
39952,월드오피스텔,월세,20.52,"5,000",50,2,2003,독막로8길 20,서울특별시 마포구 독막로8길 20,서울특별시 마포구 합정동 362-14,업무시설,업무시설(오피스텔),126.9177905,37.5470975,서울특별시 마포구 독막로8길 20,16100,4,17200,4,17100,2,18700,3,18300,유지,,
39956,월드오피스텔,월세,21.06,"5,000",47,4,2003,독막로8길 20,서울특별시 마포구 독막로8길 20,서울특별시 마포구 합정동 362-14,업무시설,업무시설(오피스텔),126.9177905,37.5470975,서울특별시 마포구 독막로8길 20,15400,5,15800,4,14500,2,18700,4,16700,유지,,
39967,일신오피스텔,전세,35.5,"17,000",0,5,2002,양화진길 41,서울특별시 마포구 양화진길 41,서울특별시 마포구 합정동 376-7,업무시설,업무시설,126.9123623,37.5468404,서울특별시 마포구 양화진길 41,17000,4,17800,3,16300,2,17700,3,18300,유지,,
40013,(90-41),월세,14.5,"5,000",25,5,2015,이화여대1안길 17,서울특별시 서대문구 이화여대1안길 17,서울특별시 서대문구 대현동 90-41,공동주택," 공동주택(근,생및오피스텔(16호),도시형생활주택(원룸형16세대)) ",126.9441356,37.5575087,서울특별시 서대문구 이화여대1안길 17,10600,5,10000,3,10400,6,10200,3,10300,유지,,
40015,(90-58),월세,18.98,"1,000",75,4,2015,이화여대1길 38,서울특별시 서대문구 이화여대1길 38,서울특별시 서대문구 대현동 90-58,업무시설," 오피스텔(45호), 다세대주택(27세대), 제1종근린생활시설 및 업무시설 ",126.9436629,37.5573243,서울특별시 서대문구 이화여대1길 38,17700,6,17800,5,16700,4,17000,4,17000,유지,,
40028,MJ더퍼스트이대,월세,23.45,"21,000",20,6,2018,이화여대1길 25,서울특별시 서대문구 이화여대1길 25,서울특별시 서대문구 대현동 90-66,업무시설,업무시설(오피스텔 및 공동주택(다세대주택) 및 근린생활시설(사무소)),126.9443332,37.5571411,서울특별시 서대문구 이화여대1길 25,25400,7,22600,4,22800,8,22900,11,21300,유지,,
40030,SONG'S 8,월세,20.3,"1,000",70,6,2015,이화여대5길 12,서울특별시 서대문구 이화여대5길 12,서울특별시 서대문구 대현동 56-119,업무시설,업무시설(오피스텔),126.9450955,37.5584634,서울특별시 서대문구 이화여대5길 12,16600,7,18200,7,18900,8,16600,3,17700,유지,,
40098,신촌 스타게이트,월세,18.89,"1,000",105,9,2019,신촌역로 15,서울특별시 서대문구 신촌역로 15,서울특별시 서대문구 대현동 110-22,업무시설,업무시설(오피스텔)/도시형생활주택(원룸형)/근린생활시설,126.9425987,37.5581437,서울특별시 서대문구 신촌역로 15,24300,11,23500,10,27800,12,25000,11,23800,유지,,
40099,신촌 스타게이트,월세,20.05,"1,000",95,8,2019,신촌역로 15,서울특별시 서대문구 신촌역로 15,서울특별시 서대문구 대현동 110-22,업무시설,업무시설(오피스텔)/도시형생활주택(원룸형)/근린생활시설,126.9425987,37.5581437,서울특별시 서대문구 신촌역로 15,22100,14,22200,7,25900,13,25000,8,22800,유지,,
40108,신촌가이아,전세,26.64,"17,400",0,8,2005,신촌역로 16,서울특별시 서대문구 신촌역로 16,서울특별시 서대문구 대현동 27-20,업무시설,업무시설및근린생활시설,126.9431995,37.558077,서울특별시 서대문구 신촌역로 16,17400,8,18900,10,18800,6,19600,8,17600,유지,,
40143,신촌자이엘라,전세,28.3,"23,000",0,9,2014,신촌로 149,서울특별시 서대문구 신촌로 149,서울특별시 서대문구 대현동 104-36,업무시설," 업무시설(오피스텔),공동주택(도시형생활주택),근린생활시설 ",126.9424706,37.5568,서울특별시 서대문구 신촌로 149,23000,13,23500,10,23000,10,24900,6,23800,유지,,
40147,신촌자이엘라,월세,29.45,"3,000",96,8,2014,신촌로 149,서울특별시 서대문구 신촌로 149,서울특별시 서대문구 대현동 104-36,업무시설," 업무시설(오피스텔),공동주택(도시형생활주택),근린생활시설 ",126.9424706,37.5568,서울특별시 서대문구 신촌로 149,24300,8,24700,3,23200,8,26300,12,25100,유지,,
40148,신촌자이엘라,전세,29.62,"24,000",0,4,2014,신촌로 149,서울특별시 서대문구 신촌로 149,서울특별시 서대문구 대현동 104-36,업무시설," 업무시설(오피스텔),공동주택(도시형생활주택),근린생활시설 ",126.9424706,37.5568,서울특별시 서대문구 신촌로 149,24000,5,24800,15,25000,9,22900,3,23800,유지,,
40156,신촌푸르지오시티,월세,23.38,"1,000",78,4,2014,신촌역로 7,서울특별시 서대문구 신촌역로 7,서울특별시 서대문구 대현동 104-5,업무시설," 근린생활시설,업무시설,관광숙박시설 ",126.9425304,37.5573682,서울특별시 서대문구 신촌역로 7,18300,20,19700,20,21400,6,21000,10,20000,유지,,
40162,신촌푸르지오시티,월세,23.7,"1,000",85,11,2014,신촌역로 7,서울특별시 서대문구 신촌역로 7,서울특별시 서대문구 대현동 104-5,업무시설," 근린생활시설,업무시설,관광숙박시설 ",126.9425304,37.5573682,서울특별시 서대문구 신촌역로 7,19900,7,21200,18,20600,5,22900,5,20000,유지,,
40168,신촌푸르지오시티,월세,25.76,"5,000",70,7,2014,신촌역로 7,서울특별시 서대문구 신촌역로 7,서울특별시 서대문구 대현동 104-5,업무시설," 근린생활시설,업무시설,관광숙박시설 ",126.9425304,37.5573682,서울특별시 서대문구 신촌역로 7,20600,6,24900,13,22600,4,24900,12,22300,유지,,
